Gene	DMSO_rep1	DMSO_rep2	E2_rep1	E2_rep2
AHCYP4	0	0	0	0
AL445183.1	0	0	0	0
RPL7P14	0	0	0	0
AL592435.1	3	9	2	5
VPS13A-AS1	0	0	0	0
AL133351.3	0	0	0	0
AC005324.1	0	0	0	0
CICP26	0	0	0	0
AC018742.1	0	0	0	0
MIR3936HG	3	4	9	14
UBTFL11	0	0	0	0
LINC01725	1	0	0	1
NALCN-AS1	0	0	0	0
RPEP4	0	1	2	1
SLC9A3P1	0	0	0	0
HDAC1P2	0	0	0	0
FAM157B	1	0	0	0
TBC1D3P7	0	0	0	0
SLC25A6P1	0	0	0	0
SNHG7	245	235	242	286
AL121832.1	0	0	0	0
AL732292.1	0	0	0	0
AL354872.1	0	0	0	0
AL669841.1	0	0	0	0
	0	0	0	0
AC126755.2	0	0	0	0
CRYZP1	0	0	0	0
MTCO1P5	0	0	0	0
AC006970.2	0	0	0	0
AC244453.2	1	0	0	1
AC243772.2	1	6	4	11
AC125238.1	0	0	0	0
CASK-AS1	0	0	0	0
KRTAP8-2P	0	0	0	0
AC009237.5	0	0	0	0
AC011899.2	0	0	0	0
MTND5P30	0	1	0	0
FAM204BP	3	0	1	0
PHGR1	0	0	0	0
AL049820.1	0	0	0	0
AC097523.1	2	0	0	0
LINC01677	0	0	0	0
LINC01722	1	1	2	0
DEFB130B	0	0	0	0
AL513304.1	0	0	0	0
AL353621.1	0	0	0	0
ERVH48-1	0	0	0	3
EEF1A1P14	5	3	4	5
LINC00884	0	0	0	0
AC016700.3	0	2	2	1
TTLL7-IT1	3	1	1	2
SAR1AP4	0	0	0	0
AL136307.1	0	0	0	0
PTCHD1-AS	0	0	0	0
AL590004.3	0	0	0	0
AL663074.1	0	0	0	0
ZFY-AS1	0	0	0	0
RPSAP59	0	0	0	0
RPS15AP6	0	0	0	0
AC005009.2	0	0	0	0
	0	0	0	0
	0	0	1	0
LINC01271	0	0	0	0
AL355994.3	0	0	0	0
LINC01755	0	0	0	0
LINC01399	0	0	3	0
AL353764.1	3	1	1	0
AC073094.1	0	0	0	0
FTH1P6	0	0	0	0
RPL23AP25	0	0	0	0
BX322234.2	0	0	0	0
AL358975.1	0	1	1	2
RAB6D	0	1	0	5
AC015922.2	0	0	0	0
LINC00892	0	0	0	0
AC099541.1	0	0	0	0
CCDC144NL-AS1	2	0	1	0
AC095030.1	0	0	0	0
HOXB-AS3	0	0	0	0
AL133329.1	0	0	0	0
AC103563.5	0	0	0	0
RPL12P3	0	0	0	0
SUCLA2P2	0	0	0	0
AC006042.2	0	1	0	0
AC013701.1	0	0	0	0
AC093797.1	0	0	0	0
RAB1C	0	0	0	0
AL358075.3	0	0	0	0
FAM90A11P	0	0	0	0
LINC00702	1	2	1	3
UBE2V1P8	0	0	0	0
USP9YP15	0	0	0	0
VN1R20P	0	0	0	0
CTAGE7P	0	0	0	0
LINC01007	0	0	0	0
LINC00456	0	0	0	0
ACTBP12	0	0	1	1
ZNF736P3Y	0	0	0	0
LINC01794	0	0	0	0
AL117351.1	0	0	0	0
AC096649.2	2	2	4	0
FAM90A3P	0	0	0	0
AC104451.1	0	0	0	0
MTND3P17	0	0	0	0
RPS27P18	0	0	0	0
USP17L11	0	0	0	0
	436	467	403	452
AL023584.1	0	0	0	0
AC244636.2	0	0	0	0
DIRC3-AS1	0	0	0	0
AL512656.1	0	1	1	0
AL589987.2	0	0	0	0
BPIFB5P	0	0	0	0
	0	0	0	0
SYF2P2	0	0	0	0
UBE2E2-AS1	0	0	0	0
LINC01762	0	6	1	2
HMGA1P8	2	6	5	6
HSFY8P	0	0	0	0
Z97055.1	0	0	0	0
RPS24P6	0	0	1	0
AC007390.1	0	0	0	0
MORF4L1P6	0	0	0	0
RPS12P17	0	0	0	0
EEF1A1P26	0	0	0	0
AC138356.2	0	0	0	0
	0	0	0	0
	0	0	0	0
VN1R34P	0	0	0	0
AC008105.1	4	5	5	3
OR7E157P	0	0	0	0
AL161457.2	12	15	13	11
Z82249.1	1	0	0	0
AL138889.1	9	6	4	14
AC093157.1	4	6	7	13
KLF4P1	0	0	0	0
RPL12P29	0	0	0	0
RPS24P13	1	0	0	0
AC006372.2	1	0	0	0
AC005324.2	0	0	0	0
AL096803.2	0	0	0	0
TMEM256P1	0	0	0	0
RNF224	14	6	4	9
AL117336.1	1	0	0	0
AC096536.1	1	4	1	1
MAPRE1P3	0	0	0	0
AC108479.1	0	0	0	1
RPS3AP1	0	0	0	0
	0	2	1	3
LINC00642	0	0	0	0
GRPEL2P1	0	0	0	0
KCNJ6-AS1	0	0	0	0
AC002511.2	0	0	0	0
LINC01687	2	1	0	0
AL357373.1	0	0	0	0
MROH3P	0	0	0	0
	0	1	0	0
AC008080.3	0	0	0	0
LINC00167	5	5	2	2
AC133785.1	5	1	1	2
AL513523.3	0	0	0	0
AC016876.1	16	11	8	11
	123	101	99	99
AC004987.2	0	0	0	0
LPCAT2BP	0	0	0	0
CNOT7P1	0	1	0	0
AC079807.1	2	2	0	2
HNRNPA1P49	0	0	0	0
NPIPB7	0	0	0	1
AL592464.2	0	0	0	0
BX119321.1	0	0	0	0
LINC02573	0	0	0	0
LINC00472	2	3	0	4
DEFA9P	0	0	0	0
AL512604.2	0	0	2	1
AC112492.5	0	0	0	0
	0	0	0	0
AL513327.2	0	0	3	0
AC002524.1	0	0	0	0
MTND6P9	0	0	0	0
AC233728.1	1	1	0	1
AC007743.1	3	5	3	6
CRIP1P1	0	0	0	0
RPL21P134	0	0	0	0
	7	8	3	2
AL355870.1	0	0	0	0
AL390786.1	0	0	0	0
FABP3P2	0	0	0	0
RPSAP63	0	0	0	0
FAM238A	0	0	0	0
AL356134.1	0	0	0	0
AC009518.2	0	0	0	0
AC006042.3	4	2	7	6
MICF	0	0	0	0
HMGB1P31	0	1	1	0
AL691449.1	0	0	0	0
SNRPEP4	1	0	1	1
AL590440.1	0	0	0	0
PNPT1P2	0	0	0	0
AMMECR1LP1	1	1	1	0
AC009238.2	0	0	0	0
GPX1	1	0	0	0
LINC01728	0	0	0	0
RPS26P2	0	0	0	0
	47	52	51	53
MTCYBP10	0	0	0	0
MTND3P10	0	0	0	0
AC009362.1	0	0	0	0
AC092447.5	2	3	3	0
AC093580.1	0	0	0	0
RPL7AP61	0	0	0	0
AL513533.1	0	0	0	0
AL133343.2	0	0	0	0
FAM90A20P	0	0	0	0
AC092159.2	4	1	0	1
RASA4DP	0	2	0	3
HIGD1AP4	0	0	0	0
EIF4A1P1	0	0	0	0
OR4C14P	0	0	0	0
XXYLT1-AS1	0	0	0	0
LINC01346	0	0	0	0
TRGV2	0	0	0	0
AC011753.3	0	0	0	0
OSTN-AS1	0	0	0	0
RPS6P12	0	0	0	1
MTCO1P54	0	0	0	0
HMGA1P5	0	0	0	0
DSCR10	0	0	0	0
RPL31P45	0	0	0	0
PPIAP32	0	0	0	0
	0	0	0	0
AL357833.1	0	0	0	0
EEF1A1P34	0	0	0	0
MIPEPP3	3	2	1	3
USP32P2	0	6	5	6
PFN1P1	0	0	0	2
AC068287.1	0	0	0	0
AL078581.1	1	1	0	0
AL122008.3	0	0	0	0
RNFT1P2	0	0	0	0
FAM53B-AS1	0	0	0	0
AC016696.1	0	0	0	0
AC245056.1	0	0	0	0
UBE2FP3	0	0	0	0
TLR8-AS1	0	1	0	1
AC018878.1	0	0	0	0
AL139120.1	0	0	0	0
AL391361.3	0	0	0	0
ATP6V1G1P4	2	0	0	0
ERP29P1	0	1	3	0
LINC00333	0	0	0	0
AL356124.2	0	0	0	0
AL035660.1	0	0	0	0
RPS7P9	0	0	0	0
LINC00028	0	0	0	1
CHRM3-AS2	0	0	0	0
RPL30P15	0	0	0	0
AL035401.1	0	0	0	0
AC114485.1	0	0	0	0
Z83844.2	0	0	0	2
AC006019.2	0	0	0	0
AL121956.1	0	0	0	0
ZNF90P2	0	0	0	0
AL133480.1	0	0	0	0
	0	0	1	1
GTF2IP4	43	50	44	50
AC140479.3	0	0	0	0
AL137076.1	0	0	0	0
	0	0	0	0
AL117382.2	0	0	0	0
MTND4P20	0	0	0	0
USP9YP34	0	0	0	0
AL139002.1	3	0	3	1
RPS2P48	2	2	5	0
AK4P3	0	0	0	0
NKAPP1	14	18	4	12
AC073089.1	0	0	0	0
AC096537.1	0	0	0	0
MTCO3P8	0	0	0	0
AL121748.1	0	0	0	0
AL022334.1	0	1	1	0
AC104809.2	0	0	0	0
AP000688.2	0	0	0	0
	0	0	0	0
LINC00841	0	0	0	0
LINC01719	4	5	4	3
AC008063.2	0	0	0	0
LINC01648	0	0	0	0
PRKAR1AP1	0	0	1	0
TARDBPP1	0	0	0	0
AC121342.1	0	0	0	0
	0	0	0	0
LINC01046	0	0	0	0
AL162430.1	0	0	2	0
AL592182.1	0	0	0	0
AP000534.1	0	0	0	0
FANK1-AS1	0	0	0	0
LINC01222	0	0	0	0
AL359962.1	0	0	0	0
OR5H15	0	0	0	0
	0	0	0	0
AL133419.1	0	0	0	0
AC012065.2	1	4	2	0
AC004872.1	0	0	0	0
AL121994.1	0	0	0	0
AC002127.2	0	0	0	0
LINC01783	0	0	1	0
AC005482.1	0	0	0	0
BX664718.1	0	0	0	0
KRT18P67	0	0	0	0
EIF3FP3	1	0	3	2
AL009181.1	0	0	0	0
PPIAP65	1	1	0	0
HOTAIRM1	4	4	8	2
AC239798.1	0	0	0	0
AL359815.1	0	0	0	0
AL592494.2	3	6	4	5
AC006144.1	0	0	0	0
	0	0	0	0
AGGF1P2	1	1	1	0
BTBD18	0	0	0	0
AC118758.1	0	0	0	0
	0	0	0	0
HMGA1P6	0	0	0	0
CYP2AB1P	1	0	0	0
PPP6R2P1	0	0	0	0
AC013262.1	0	0	0	0
RPL17P11	0	0	0	0
AL691517.1	0	0	0	0
AC103563.6	0	0	0	0
PMS2P9	0	0	0	0
MTATP6P14	0	0	0	0
AL513128.1	0	0	0	0
STXBP5-AS1	5	7	4	3
AC069285.2	0	0	0	0
AL035414.1	0	0	0	0
LINC01077	0	0	0	0
AL353705.2	0	0	0	0
AC125238.2	0	0	0	0
RPL35AP31	0	0	0	0
AL445524.1	5	5	8	14
NANOGP11	0	0	0	0
U40455.1	0	0	0	0
ST6GALNAC4P1	3	6	5	0
AL360175.1	0	0	0	0
KRT18P62	0	0	0	0
AL390866.1	0	0	0	0
RAD1P2	0	0	0	0
EEF1A1P6	25	33	21	30
PPIAP38	0	0	0	0
AL031280.1	0	0	0	0
AC017074.2	0	0	0	0
LINC01683	0	0	0	0
AC093579.1	0	0	0	0
AC008105.2	1	2	0	4
AL450471.1	0	0	0	0
AL031283.2	1	0	0	0
RPSAP69	3	3	3	2
PAXBP1P1	0	0	0	0
AC008163.1	0	0	0	0
AL133325.2	0	0	0	0
TMEM238	36	30	32	27
AC009963.2	0	0	1	1
SYNJ2-IT1	0	0	2	0
HNRNPA1P60	0	0	0	0
OR5B1P	0	0	0	0
	0	0	0	0
AC104794.1	0	0	0	0
HNRNPLP1	0	0	0	0
AL021395.1	0	0	0	0
ZNF197-AS1	0	0	1	0
Z98742.2	0	0	0	0
AL356653.1	1	0	0	0
LINC01518	0	0	0	0
AL445644.1	0	0	0	0
AC005162.2	0	0	0	0
RPL7P35	0	0	0	0
AL590490.1	0	0	0	0
LINC01638	0	0	0	0
FAM224A	0	0	0	0
PHBP5	0	0	0	0
RANP8	0	0	0	1
RFC5P1	0	0	0	0
ZNF529-AS1	10	14	8	18
LINC00430	0	0	0	0
HCG21	0	0	0	0
DEFA10P	0	0	0	0
LINC00460	0	0	0	0
MKNK2P1	0	0	0	0
AL035604.1	0	0	0	0
AC003035.2	0	0	0	0
AP000943.1	0	0	0	0
TEDDM2P	0	0	0	0
AC017104.3	0	0	0	2
AC011294.1	0	0	1	0
DNM3-IT1	0	0	0	0
RPL31P47	0	0	0	0
AL391845.2	0	0	0	0
CHTF8P1	0	0	2	0
EIF3KP2	0	0	0	0
CYCSP33	0	0	0	0
PRYP5	0	0	0	0
AL158212.2	0	2	2	0
CYCSP44	0	0	0	0
CYCSP35	0	0	0	0
MTCYBP8	0	0	0	0
LSM1P1	0	0	0	0
AC108462.1	0	0	0	0
B4GALT1-AS1	3	2	2	1
AL591438.1	0	0	0	0
NFU1P2	0	0	0	0
AL050331.1	0	0	1	2
LINC00513	0	2	1	0
KRT8P39	7	3	5	6
AL356981.1	0	0	0	0
OR52E7P	0	0	0	0
AC007690.1	0	0	0	0
AL161630.1	0	0	0	0
LINC00690	0	0	0	0
AL592043.1	1	0	0	0
AL020994.3	0	0	0	0
AL358934.1	0	0	0	0
AC131235.2	0	0	0	0
AL022332.1	0	0	0	1
EIF4EP1	0	0	0	0
KRT8P15	0	0	1	0
AC069155.1	0	0	0	0
AL356273.1	0	0	0	0
AC231533.2	0	0	1	0
AC246785.2	0	0	0	0
LINC01884	0	0	0	0
CYP51A1P2	1	0	0	1
AL138789.1	0	0	0	0
AC016395.1	0	0	0	0
AL590094.1	0	0	1	2
BTF3P5	0	0	0	0
MTND2P29	0	0	0	0
AC133435.1	0	2	1	1
NCOR1P3	0	0	0	0
ERI3-IT1	1	0	3	4
JTBP1	0	0	0	0
LINC01851	0	0	0	0
OR6C66P	0	0	0	0
LINC01392	0	0	0	0
TWIST2	0	0	0	0
RPL10P19	0	0	0	0
LINC00462	0	0	0	0
AC019068.1	0	0	3	1
DCUN1D2-AS	0	0	0	0
DDX11L10	1	0	0	0
HNRNPA1P42	0	0	0	0
AL359636.3	0	0	0	0
AC006328.1	0	0	0	0
AC093581.1	0	0	0	0
LINC01137	55	60	14	12
CYP2T1P	0	0	0	0
PGAM1P11	1	0	0	1
AL035045.1	0	0	0	0
AC092814.1	0	0	0	0
C4A-AS1	0	0	0	0
	0	0	0	0
	0	0	0	0
	13	11	8	6
Z82198.3	0	0	0	0
AC093326.1	0	0	0	0
GOT2P5	0	0	0	0
AC015923.1	0	0	0	0
LINC01158	1	0	0	0
KRTAP13-5P	0	0	0	0
GPR158-AS1	0	0	0	0
AC022398.1	0	0	0	0
ARHGEF7-IT1	0	0	0	0
AL358876.2	0	0	0	0
OR52T1P	0	0	0	0
NENFP1	0	0	0	0
AC010095.1	0	0	0	0
AL590399.5	0	0	0	0
CICP1	0	0	0	0
CICP7	0	0	0	0
AC108047.1	1	1	1	1
IGHD4-4	0	0	0	0
AL445430.1	0	1	1	1
NDUFA5P4	0	0	0	0
SPIN4-AS1	0	0	0	1
CALM2P4	0	0	0	0
AL161722.1	0	0	0	0
NDUFS5P3	0	0	0	0
AC060234.2	0	0	1	0
AL353662.2	0	0	1	1
PIRT	0	0	0	0
AC083899.2	0	0	1	0
RNASEH2B-AS1	3	4	1	0
ANAPC1P1	1	2	1	3
AL451062.2	0	0	1	0
FDPSP6	0	0	0	0
DDX39BP1	0	0	0	0
HNRNPA1P27	0	0	0	0
CEACAMP1	0	0	0	0
AL356417.2	0	0	0	0
AC004965.1	0	0	0	0
LINC01865	0	0	0	0
OR6L1P	0	0	0	0
PIEZO1P1	0	0	0	0
BX842559.2	0	0	0	0
AC104688.1	0	0	0	0
EBAG9P1	2	0	0	0
AL354714.4	0	0	0	0
AL357568.1	0	0	0	0
LINC02579	0	0	0	0
GAS6-AS1	0	0	0	0
TTTY18	0	0	0	0
PRR23C	1	0	0	0
AC107083.1	0	0	0	0
AC027673.1	0	0	0	0
SLC26A4-AS1	2	5	0	0
AL353689.2	0	0	0	0
RPL22P11	0	0	0	0
AL512353.2	0	0	0	0
MTND4P28	0	0	0	0
AL049564.1	0	0	0	0
EIF4EBP2P1	0	0	0	0
AL135929.1	0	0	0	0
AL161447.1	0	0	0	0
AC012506.3	0	0	0	0
AC074367.1	1	1	0	0
RPS29P29	0	0	0	0
MYCNOS	1	0	0	1
GOT2P3	1	0	0	0
AC245517.3	0	0	0	0
AL356309.2	0	0	0	0
LINC01122	0	0	1	0
AL513321.1	0	0	0	0
LINC00284	0	0	0	0
AL162389.1	0	0	0	0
AL929472.3	0	0	0	0
AC016909.2	0	0	0	0
LINC01765	0	0	0	0
IGHV3OR16-10	0	0	0	0
H2AFZP6	0	0	0	0
AL359918.2	0	0	0	0
AP003072.1	0	0	0	0
AL031587.2	0	0	0	0
CICP2	0	0	0	0
AC016691.1	0	0	0	0
	0	0	0	0
LINC00656	0	0	0	0
RPL36AP13	0	1	1	2
CICP27	3	3	0	4
AC104772.2	0	0	0	0
AC009414.1	0	0	0	0
AP001628.2	1	0	0	0
AL050344.1	0	0	0	0
DSCAM-IT1	0	0	0	0
AC092835.1	1	0	0	2
AC004947.1	0	0	0	1
AC007969.1	2	1	0	3
MTCO1P20	0	0	0	0
AL591479.1	2	0	0	0
AC098617.1	0	0	0	0
PSMA6P3	0	0	0	0
CICP5	0	0	0	0
MED14P1	0	0	0	0
AL109945.1	0	0	0	0
LINC01251	0	0	0	0
AC104339.1	0	0	0	0
HNRNPA1P30	0	0	0	0
ZNF90P3	0	0	0	0
AP001442.1	0	0	1	1
AC131011.1	1	0	0	0
CDC27P1	0	0	0	0
AC010374.1	0	0	0	0
	0	0	0	0
LINC01136	1	1	1	1
PUDPP2	0	0	0	0
	0	0	0	0
UFL1-AS1	0	1	0	1
	0	0	0	0
AC139887.1	1	0	1	1
	0	0	0	0
TRIM49D2	0	0	0	0
TSPY4	0	0	0	0
AL365496.1	0	0	0	0
LINC01237	0	1	1	0
AC097262.1	0	0	0	0
MOB1AP2	0	0	0	0
	0	1	1	1
AL590664.1	0	0	0	0
IFNA13	0	0	0	0
AL162727.1	0	0	0	0
AP000695.2	0	0	0	0
AL353779.2	0	0	0	0
AL589843.2	0	0	0	0
ENOX1-AS1	0	1	0	0
HIST1H2BN	219	235	215	271
AL356311.1	0	0	0	0
AC003985.1	0	0	0	0
AL391839.2	0	0	0	1
FAM58BP	0	0	0	0
LINC01949	2	8	2	4
AC017078.1	0	0	0	0
EIF4HP1	1	1	1	0
AL590623.1	0	0	0	0
ETF1P3	0	0	0	0
AC005083.1	0	0	1	0
AL132875.2	0	0	0	0
AC139769.1	71	94	78	73
EIF3LP2	0	0	0	2
DPH3P1	0	0	0	1
AL357055.1	0	0	0	0
PCDH9-AS4	0	0	0	0
AC062031.1	0	0	0	0
CYCSP48	0	0	0	0
KCNQ5-IT1	0	0	0	0
AC093732.1	0	0	0	0
SELENOTP1	0	0	0	0
AC022445.1	0	0	0	0
AL513188.1	0	0	0	0
AC022201.2	3	0	0	1
AC103563.7	0	0	0	0
LATS2-AS1	0	0	0	0
AC005304.1	0	0	0	0
POU6F2-AS2	0	0	0	0
AC026904.1	0	0	0	0
ADH5P4	0	4	0	0
AC107072.2	0	0	0	0
MGAT2P1	0	0	0	0
AC016907.2	3	7	2	7
	0	0	0	0
TTTY15	1	0	0	1
AC145543.1	0	0	0	0
SLC9B1P3	0	0	0	0
AC009302.1	0	0	0	0
RPSAP27	0	0	0	0
AC007881.1	0	0	0	0
DLG5-AS1	1	2	2	5
AC005033.1	0	0	0	0
RPL7P44	0	0	1	0
AL118496.1	0	0	0	0
AL592078.1	1	2	0	0
GAPDHP68	0	0	0	0
AL606517.1	0	0	0	0
AC073133.2	2	1	2	1
AL161722.2	0	0	0	0
LINC01680	0	0	0	0
AL772337.2	0	0	0	0
YEATS2-AS1	4	2	5	14
AL354685.1	0	0	0	0
MTCO2P17	0	0	0	0
	0	0	0	0
AC007179.2	0	4	0	1
PAIP1P1	3	2	6	5
EZR-AS1	0	0	0	0
AC105271.1	0	0	0	0
AL121761.1	3	6	3	4
PDYN-AS1	0	0	0	0
RPL17P35	0	0	0	0
LINC01503	7	13	5	9
AL645933.1	0	0	0	0
Z83851.1	3	1	8	7
LONRF2P2	0	0	0	0
AL445623.1	0	0	0	0
LINC01761	1	5	2	7
AL359711.1	1	0	0	0
UBE2V1P4	0	0	0	0
GTF2F2P2	0	0	0	0
AC026202.2	2	1	0	1
RPL10P9	0	0	0	0
UBE2Q2P10	1	0	0	0
ZDHHC20P1	0	0	0	0
POTEB	1	0	1	0
AC128676.1	0	0	0	0
AC009743.1	0	0	0	0
AL162595.2	0	0	0	0
RPS15AP40	0	0	0	1
LINC01694	0	0	0	0
RPSAP13	1	1	0	4
AL591368.1	0	0	1	0
RPS28	433	429	387	508
AL591501.1	0	0	0	0
MT1XP1	0	0	0	0
KRTAP5-AS1	6	12	11	8
CTXN2	1	1	0	0
AL135924.1	0	0	0	0
RPL21P38	0	0	0	0
AL390778.2	0	0	0	0
AC008443.1	13	9	10	11
	0	0	0	0
AC114755.4	0	0	0	0
RPL12P45	0	0	0	0
AL356859.1	0	0	0	0
AC004012.1	0	0	0	0
AC114973.1	0	0	0	0
LINC00265-3P	0	0	0	0
AC069540.2	0	0	0	0
RPS29P4	0	0	0	0
AL353705.3	0	1	0	0
RCC2P3	0	0	0	0
FTLP15	0	0	0	0
AC009970.1	0	0	0	0
UQCRHL	0	0	0	1
AHCYP3	0	0	0	0
BTF3P6	1	0	0	0
AC079763.1	0	0	0	0
	1	1	1	1
AC064862.2	0	0	0	0
ATP8A2P3	0	0	0	0
UBE2SP1	0	0	0	0
AL359715.1	4	1	2	1
AL157895.1	0	1	0	0
AC004946.1	0	0	0	0
AC092159.3	0	0	0	0
RPS20P10	1	0	0	1
LINC01360	1	0	0	0
AC138951.1	0	0	0	0
LINC02574	0	0	0	0
AC099681.3	0	0	0	0
AC016735.2	0	0	0	0
RPL22P21	0	0	0	0
FDPSP2	0	0	0	0
AL022396.1	0	0	0	0
AL365220.1	0	0	0	0
RPSAP14	3	5	2	2
LINC01681	0	0	0	0
AC106706.1	0	0	0	0
	0	0	0	0
AL353754.1	0	0	0	0
	0	0	0	0
AL121900.1	0	0	0	0
GDI2P2	0	0	0	0
AP000547.1	0	0	0	0
AC013439.1	0	0	0	0
LINC01425	6	2	8	2
SETP5	0	0	0	0
IGKV3OR2-268	0	0	0	0
AC000111.1	0	0	0	0
MTATP6P27	0	0	0	0
AC092017.2	0	0	0	0
GAPDHP22	1	1	0	0
DDX39B-AS1	1	3	0	1
	1	0	0	0
PPP1R2P2	0	0	0	0
RPL5P34	1	1	0	0
	0	0	0	0
LINC02530	0	0	0	0
GNG10P1	0	0	0	0
AC022018.1	1	0	0	0
AL591212.1	0	0	0	0
CHIAP3	0	0	0	0
AL596451.1	0	0	0	0
AC008278.2	0	0	0	0
RBPMS2P1	0	0	0	0
AL157834.2	0	0	0	0
AC062029.1	57	50	30	37
TMEM97P1	0	0	0	0
RPS3AP44	2	0	0	0
RAC1P8	0	0	0	0
AP000959.1	0	0	0	0
	0	0	0	0
TXNP6	0	0	0	0
	0	0	0	0
	0	0	0	0
NDUFA5P7	0	0	0	0
RPL10P12	0	0	0	0
AL512326.3	0	0	0	0
AL591438.2	0	0	0	0
NUDT9P1	0	0	0	0
AC108059.3	0	0	0	1
	0	0	0	0
FAM96AP1	0	0	0	0
Z95624.1	0	0	0	0
LINC01673	0	0	0	0
AL158151.2	0	0	0	0
LINC00463	0	0	0	0
CASKP1	0	0	0	0
EDDM3CP	0	0	0	0
AC007969.2	0	0	0	0
AL390879.1	2	2	2	1
PRAMEF29P	0	0	0	0
MTND4P26	0	0	0	0
TAS2R62P	0	0	0	0
RPL5P10	0	0	0	0
PAGE2	0	0	0	0
GAPDHP53	0	0	0	0
SPATA17-AS1	0	0	0	0
AC010099.3	0	0	0	0
AC074117.1	50	48	65	75
AC011816.1	0	1	0	0
RPL35AP	0	0	0	0
TPRG1-AS1	0	1	0	0
AL596275.1	0	0	0	0
ELOCP10	0	0	0	0
AJ006995.1	0	2	0	0
AL049552.1	0	0	0	0
AC064862.3	0	0	0	0
	0	1	3	3
AL356299.1	0	0	0	0
RPS15AP7	0	0	0	0
AC099654.1	0	0	0	0
AL157392.2	0	0	1	0
RPS15AP11	0	0	1	0
MTND4P11	0	0	0	0
KRT19P4	0	0	0	0
AL133465.1	0	0	0	0
AC009468.2	0	0	0	0
SRP14P2	0	0	0	0
TPT1P1	0	0	0	0
AL596276.2	0	0	0	0
RPL7P36	0	0	0	0
TSPY25P	0	0	0	0
LINC02433	0	0	0	0
AC099066.3	0	0	0	0
	0	0	0	0
AL138878.2	0	0	0	0
AL606534.4	0	0	0	0
AL445224.1	0	0	0	0
RPL13AP6	0	0	3	1
AC079248.1	0	0	0	0
AF228730.2	0	0	0	0
GPM6BP3	0	0	0	0
TRBV22OR9-2	0	0	0	0
RHBDF1P1	0	0	0	0
CSN1S2AP	0	0	0	0
EEF1GP8	0	0	0	0
TRIM26	466	478	461	544
AC073529.1	4	5	4	5
AL359263.1	0	0	0	0
ELOCP8	0	0	0	0
AL358473.2	0	0	0	0
AL158835.3	1	1	1	1
RPL23AP83	0	0	0	0
AC055764.1	0	0	0	0
	0	0	0	0
AL035420.1	1	0	0	0
AC006042.4	1	1	0	1
LINC01675	0	0	0	0
UGT1A13P	0	0	0	0
COX6CP13	0	0	0	0
NAP1L4P3	0	0	1	0
AKAP8P1	0	0	0	0
AL035446.1	0	0	0	0
LINC01961	0	0	0	0
AC018511.2	1	0	0	0
ELOBP1	0	0	0	0
LINC02535	0	0	0	0
AL162254.1	0	0	0	0
RPEP2	0	0	0	0
RBPMSLP	0	0	0	0
AL513165.1	2	4	12	8
PABPC5-AS1	0	0	0	0
AC009505.1	0	0	0	0
MTND4LP11	0	0	0	0
AC114877.1	0	0	0	0
ARHGEF19-AS1	0	0	0	0
ELOBP4	0	0	0	1
LINC01039	1	0	0	0
LINC01868	0	0	0	0
AC024908.1	0	0	0	0
RNASEH1-AS1	11	13	19	22
AC093639.1	0	0	0	0
AL353784.1	0	0	0	0
AC016683.1	0	0	0	0
AL355355.2	0	0	0	0
HSPA8P1	0	1	0	0
LINC01114	0	0	0	0
DEFA11P	0	0	0	0
MTCYBP1	0	0	0	0
AL353795.2	0	1	0	2
AL731533.1	0	0	0	0
LINC01952	1	2	0	1
LINC01781	0	0	0	0
AC068533.3	0	0	0	0
C16orf82	0	0	0	0
AIMP1P1	0	0	1	0
	1	1	1	0
AC099799.1	0	0	0	0
AC241644.2	0	0	0	0
AC091808.1	0	0	0	0
RPS26P38	0	0	0	0
AC013476.1	0	0	0	0
ETV5-AS1	0	0	0	0
LINC01191	0	0	0	0
AC243591.1	0	0	0	0
BMI1P1	0	0	0	0
AC104332.2	0	0	0	0
AC004771.2	1	2	0	0
PIGPP2	0	0	0	0
AL121957.1	0	0	0	0
AC096570.1	0	0	0	0
AC005529.1	0	0	0	0
AC006372.3	0	0	0	0
AL451067.1	0	0	0	0
FHP1	0	0	0	0
	0	0	0	0
AC006012.1	0	0	0	0
RBPJP7	0	0	0	0
CDCA4P4	2	3	2	1
LIX1L-AS1	4	3	5	9
AC003988.1	0	0	0	0
TMEM229A	0	0	0	0
AC244394.2	0	0	0	2
NDUFS5P2	0	0	0	0
RPL7L1P1	0	0	0	0
NCLP2	0	0	0	0
LINC01505	0	0	0	0
ZFX-AS1	1	0	1	2
AC093616.1	0	0	1	1
AC243772.3	0	0	0	0
KCNH1-IT1	0	0	0	0
MTCO2P8	0	0	0	0
BOK-AS1	0	0	0	0
	0	0	0	0
AC022498.1	0	0	0	0
CFL1P8	0	0	0	0
AL109618.1	0	0	0	0
AL512641.1	0	0	0	0
	0	0	0	0
AC096537.2	0	0	0	0
AL392086.1	0	0	0	0
	0	1	1	0
RPL7P13	3	0	0	0
AC012370.2	1	0	0	0
PTCD2P2	0	0	0	0
SOD2P1	0	0	0	0
AC008550.1	0	0	0	0
AL138720.1	7	5	12	18
AL356867.1	0	0	0	0
AL024508.1	0	0	0	0
DEPDC1-AS1	2	4	2	2
LINC01723	0	0	0	0
TULP3P1	0	0	0	0
AP000936.3	1	0	0	0
AL365396.1	0	0	0	0
RPL36P20	0	0	0	0
Z98752.2	0	0	0	0
